task_instance_id,task_definition_id,task_name,task_scope,task_status,station_id,station_name,worker_id,worker_name,work_order_id,project_name,house_identifier,house_type_id,house_type_name,module_number,work_unit_id,panel_unit_id,panel_definition_id,panel_code,started_at,completed_at,duration_minutes,pause_minutes
98,13,Instalación de lana,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100010,5,MW-1 (T 06-07-08-09-10-11),2026-01-13 13:32:27.600000,2026-01-13 13:42:04.200000,9.61,0.0
99,22,Instalación Plancha de MDP,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100010,5,MW-1 (T 06-07-08-09-10-11),2026-01-13 13:42:04.200000,2026-01-13 13:58:24,16.33,0.0
100,20,Colgar panel en magazine ,panel,Completed,9,Puente 4,8,Alejandro Alexis Palma Zenteno,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100010,5,MW-1 (T 06-07-08-09-10-11),2026-01-13 13:58:24,2026-01-13 14:08:01.200000,9.62,0.0
101,18,Retape de corchetes PLA,panel,Completed,9,Puente 4,11,Sergio Alejandro Reyes Fuentealba,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100010,5,MW-1 (T 06-07-08-09-10-11),2026-01-13 14:08:01.200000,2026-01-13 14:23:33,15.53,0.0
102,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 11:29:45,2026-01-13 11:39:36.600000,9.86,0.0
103,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,12,Oscar Enrique Pincheira Osses,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 11:39:36.600000,2026-01-13 11:50:43.800000,11.12,0.0
104,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,3,Juan Miguel Jara Lafargue,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 12:47:00.600000,2026-01-13 12:56:24,9.39,0.0
105,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,12,Oscar Enrique Pincheira Osses,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 12:56:24,2026-01-13 13:05:06,8.7,0.0
106,8,Retape de Corchetes,panel,Completed,4,Mesa 2,6,Juan Alex Elias Troncoso Cifuentes,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 13:05:06,2026-01-13 13:14:10.200000,9.07,0.0
107,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,7,Pedro Ángel Cea Arias,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 13:14:10.200000,2026-01-13 13:21:37.800000,7.46,0.0
108,16,Fresado PLA,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 13:58:24,2026-01-13 14:06:16.200000,7.87,0.0
109,13,Instalación de lana,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 14:06:16.200000,2026-01-13 14:15:27,9.18,0.0
110,14,Instalación y fijación de planchas OSB,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 14:15:27,2026-01-13 14:30:09.600000,14.71,0.0
111,20,Colgar panel en magazine ,panel,Completed,9,Puente 4,9,Francisco Manuel Cares Riquelme,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100011,6,F-02,2026-01-13 14:30:09.600000,2026-01-13 14:38:32.400000,8.38,0.0
112,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 11:39:36.600000,2026-01-13 11:53:40.200000,14.06,0.0
113,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,2,Luis Eugenio Gonzalez Opazo,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 11:53:40.200000,2026-01-13 11:58:45.600000,5.09,0.0
114,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,2,Luis Eugenio Gonzalez Opazo,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 13:05:06,2026-01-13 13:13:46.200000,8.67,0.0
115,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,4,Yerko Alexander Paredes Astorga,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 13:13:46.200000,2026-01-13 13:21:22.200000,7.6,0.0
116,8,Retape de Corchetes,panel,Completed,4,Mesa 2,5,Jorge Dan Jara Domínguez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 13:21:22.200000,2026-01-13 13:31:53.400000,10.52,0.0
117,16,Fresado PLA,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 14:30:09.600000,2026-01-13 14:39:34.200000,9.41,0.0
118,13,Instalación de lana,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 14:39:34.200000,2026-01-13 14:48:41.400000,9.12,0.0
119,14,Instalación y fijación de planchas OSB,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 14:48:41.400000,2026-01-13 15:00:58.200000,12.28,0.0
120,20,Colgar panel en magazine ,panel,Completed,9,Puente 4,10,Alvaro Esteban Capilla Villarreol,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100012,7,F-04,2026-01-13 15:00:58.200000,2026-01-13 15:07:39,6.68,0.0
121,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100013,8,P-01,2026-01-13 11:53:40.200000,2026-01-13 12:21:03,27.38,0.0
122,4,Instalación ángulos y sus fijaciones,panel,Completed,2,Mesa 1,13,Jonathan Alexis Budaleo Alarcon,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100013,8,P-01,2026-01-13 12:21:03,2026-01-13 12:47:09,26.1,0.0
123,12,Instalación de soleras,panel,Completed,5,Puente 2,14,Eduardo Andres Ormeño Parra,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100013,8,P-01,2026-01-13 13:21:37.800000,2026-01-13 13:30:41.400000,9.06,0.0
124,16,Fresado PLA,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100013,8,P-01,2026-01-13 15:00:58.200000,2026-01-13 15:27:16.800000,26.31,0.0
125,19,Aplicacion de colafria y Fijación de planchas ,panel,Completed,9,Puente 4,8,Alejandro Alexis Palma Zenteno,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100013,8,P-01,2026-01-13 15:27:16.800000,2026-01-13 15:39:25.200000,12.14,0.0
126,24,Fresado Piso PLA ,panel,Completed,9,Puente 4,11,Sergio Alejandro Reyes Fuentealba,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100013,8,P-01,2026-01-13 15:39:25.200000,2026-01-13 15:46:26.400000,7.02,0.0
127,23,Clavado Piso PLA,panel,Completed,9,Puente 4,9,Francisco Manuel Cares Riquelme,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,1100013,8,P-01,2026-01-13 15:46:26.400000,2026-01-13 15:59:55.200000,13.48,0.0
128,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100014,9,C-07,2026-01-13 12:21:03,2026-01-13 12:38:41.400000,17.64,0.0
129,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100014,9,C-07,2026-01-13 12:47:09,2026-01-13 12:54:54.600000,7.76,0.0
130,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,3,Juan Miguel Jara Lafargue,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100014,9,C-07,2026-01-13 13:21:22.200000,2026-01-13 13:30:36,9.23,0.0
131,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100014,9,C-07,2026-01-13 13:30:36,2026-01-13 13:37:30.600000,6.91,0.0
132,8,Retape de Corchetes,panel,Completed,4,Mesa 2,14,Eduardo Andres Ormeño Parra,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100014,9,C-07,2026-01-13 13:37:30.600000,2026-01-13 13:49:24.600000,11.9,0.0
133,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,6,Juan Alex Elias Troncoso Cifuentes,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100014,9,C-07,2026-01-13 13:49:24.600000,2026-01-13 13:56:32.400000,7.13,0.0
134,20,Colgar panel en magazine ,panel,Completed,9,Puente 4,10,Alvaro Esteban Capilla Villarreol,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100014,9,C-07,2026-01-13 15:59:55.200000,2026-01-13 16:08:46.200000,8.85,0.0
135,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 12:38:41.400000,2026-01-13 12:59:45.600000,21.07,0.0
136,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 12:59:45.600000,2026-01-13 13:13:47.400000,14.03,0.0
137,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 13:37:30.600000,2026-01-13 13:47:24.600000,9.9,0.0
138,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 13:47:24.600000,2026-01-13 13:58:17.400000,10.88,0.0
139,8,Retape de Corchetes,panel,Completed,4,Mesa 2,6,Juan Alex Elias Troncoso Cifuentes,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 13:58:17.400000,2026-01-13 14:09:26.400000,11.15,0.0
140,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,5,Jorge Dan Jara Domínguez,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 14:09:26.400000,2026-01-13 14:21:37.800000,12.19,0.0
141,16,Fresado PLA,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 15:27:16.800000,2026-01-13 15:36:09.600000,8.88,0.0
142,13,Instalación de lana,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 15:36:09.600000,2026-01-13 15:46:35.400000,10.43,0.0
143,14,Instalación y fijación de planchas OSB,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 15:46:35.400000,2026-01-13 16:01:17.400000,14.7,0.0
144,20,Colgar panel en magazine ,panel,Completed,9,Puente 4,8,Alejandro Alexis Palma Zenteno,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100015,10,MW-1 (M-03 + F-02),2026-01-13 16:08:46.200000,2026-01-13 16:17:03.600000,8.29,0.0
145,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 12:59:45.600000,2026-01-13 13:22:10.800000,22.42,0.0
146,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 13:22:10.800000,2026-01-13 13:39:02.400000,16.86,0.0
147,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,3,Juan Miguel Jara Lafargue,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 13:58:17.400000,2026-01-13 14:06:40.800000,8.39,0.0
148,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 14:06:40.800000,2026-01-13 14:22:12.600000,15.53,0.0
149,8,Retape de Corchetes,panel,Completed,4,Mesa 2,5,Jorge Dan Jara Domínguez,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 14:22:12.600000,2026-01-13 14:31:43.200000,9.51,0.0
150,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,7,Pedro Ángel Cea Arias,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 14:31:43.200000,2026-01-13 14:44:00.600000,12.29,0.0
151,16,Fresado PLA,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 16:01:17.400000,2026-01-13 16:10:29.400000,9.2,0.0
152,13,Instalación de lana,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 16:10:29.400000,2026-01-13 16:21:31.200000,11.03,0.0
153,14,Instalación y fijación de planchas OSB,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 16:21:31.200000,2026-01-13 16:36:31.800000,15.01,0.0
154,20,Colgar panel en magazine ,panel,Completed,9,Puente 4,11,Sergio Alejandro Reyes Fuentealba,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100016,11,"MW-2 (M-05, F-04)",2026-01-13 16:36:31.800000,2026-01-13 16:43:58.800000,7.45,0.0
155,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 13:22:10.800000,2026-01-13 13:39:10.200000,16.99,0.0
156,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,13,Jonathan Alexis Budaleo Alarcon,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 13:39:10.200000,2026-01-13 13:48:44.400000,9.57,0.0
157,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 14:22:12.600000,2026-01-13 14:29:42,7.49,0.0
158,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 14:29:42,2026-01-13 14:39:33,9.85,0.0
159,8,Retape de Corchetes,panel,Completed,4,Mesa 2,14,Eduardo Andres Ormeño Parra,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 14:39:33,2026-01-13 14:52:54,13.35,0.0
160,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,14,Eduardo Andres Ormeño Parra,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 14:52:54,2026-01-13 15:02:38.400000,9.74,0.0
161,15,Corcheteado PLA,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 16:36:31.800000,2026-01-13 16:46:25.200000,9.89,0.0
162,16,Fresado PLA,panel,Completed,7,Puente 3,9,Francisco Manuel Cares Riquelme,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 16:46:25.200000,2026-01-13 16:58:05.400000,11.67,0.0
163,22,Instalación Plancha de MDP,panel,Completed,7,Puente 3,11,Sergio Alejandro Reyes Fuentealba,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100017,12,"MW-3 (T-06, T-07, T-08)",2026-01-13 16:58:05.400000,2026-01-13 17:12:18,14.21,0.0
164,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100018,14,T-06,2026-01-13 13:39:10.200000,2026-01-13 13:51:45.600000,12.59,0.0
165,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100018,14,T-06,2026-01-13 13:51:45.600000,2026-01-13 13:59:04.800000,7.32,0.0
166,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,3,Juan Miguel Jara Lafargue,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100018,14,T-06,2026-01-13 14:39:33,2026-01-13 14:50:39,11.1,0.0
167,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100018,14,T-06,2026-01-13 14:50:39,2026-01-13 14:57:22.200000,6.72,0.0
168,8,Retape de Corchetes,panel,Completed,4,Mesa 2,6,Juan Alex Elias Troncoso Cifuentes,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100018,14,T-06,2026-01-13 14:57:22.200000,2026-01-13 15:06:21,8.98,0.0
169,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,6,Juan Alex Elias Troncoso Cifuentes,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100018,14,T-06,2026-01-13 15:06:21,2026-01-13 15:13:42,7.35,0.0
170,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100019,13,P-01,2026-01-13 13:51:45.600000,2026-01-13 14:13:03.600000,21.3,0.0
171,3,Instalación Membrana y planchas,panel,Completed,2,Mesa 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100019,13,P-01,2026-01-13 14:13:03.600000,2026-01-13 14:31:31.800000,18.47,0.0
172,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100019,13,P-01,2026-01-13 14:57:22.200000,2026-01-13 15:04:10.200000,6.8,0.0
173,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100019,13,P-01,2026-01-13 15:04:10.200000,2026-01-13 15:12:14.400000,8.07,0.0
174,11,Pintura de Piso,panel,Completed,4,Mesa 2,5,Jorge Dan Jara Domínguez,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100019,13,P-01,2026-01-13 15:12:14.400000,2026-01-13 15:29:19.800000,17.09,0.0
175,12,Instalación de soleras,panel,Completed,5,Puente 2,5,Jorge Dan Jara Domínguez,900001,Synthetic-1,SYN-1-02,1,TH Jardines,1,1000002,1100019,13,P-01,2026-01-13 15:29:19.800000,2026-01-13 15:41:59.400000,12.66,0.0
176,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100020,1,C-12,2026-01-13 14:13:03.600000,2026-01-13 14:35:02.400000,21.98,0.0
177,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100020,1,C-12,2026-01-13 14:35:02.400000,2026-01-13 14:51:39,16.61,0.0
178,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,3,Juan Miguel Jara Lafargue,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100020,1,C-12,2026-01-13 15:12:14.400000,2026-01-13 15:26:54.600000,14.67,0.0
179,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100020,1,C-12,2026-01-13 15:26:54.600000,2026-01-13 15:38:44.400000,11.83,0.0
180,8,Retape de Corchetes,panel,Completed,4,Mesa 2,14,Eduardo Andres Ormeño Parra,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100020,1,C-12,2026-01-13 15:38:44.400000,2026-01-13 15:49:40.800000,10.94,0.0
181,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,7,Pedro Ángel Cea Arias,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100020,1,C-12,2026-01-13 15:49:40.800000,2026-01-13 16:02:06,12.42,0.0
182,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100021,2,M-03,2026-01-13 14:35:02.400000,2026-01-13 14:52:24.600000,17.37,0.0
183,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,13,Jonathan Alexis Budaleo Alarcon,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100021,2,M-03,2026-01-13 14:52:24.600000,2026-01-13 15:02:14.400000,9.83,0.0
184,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100021,2,M-03,2026-01-13 15:38:44.400000,2026-01-13 15:50:22.200000,11.63,0.0
185,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100021,2,M-03,2026-01-13 15:50:22.200000,2026-01-13 15:59:36.600000,9.24,0.0
186,8,Retape de Corchetes,panel,Completed,4,Mesa 2,6,Juan Alex Elias Troncoso Cifuentes,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100021,2,M-03,2026-01-13 15:59:36.600000,2026-01-13 16:07:18.600000,7.7,0.0
187,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,14,Eduardo Andres Ormeño Parra,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100021,2,M-03,2026-01-13 16:07:18.600000,2026-01-13 16:14:14.400000,6.93,0.0
188,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100022,3,M-05,2026-01-13 14:52:24.600000,2026-01-13 15:13:35.400000,21.18,0.0
189,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100022,3,M-05,2026-01-13 15:13:35.400000,2026-01-13 15:23:40.800000,10.09,0.0
190,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,3,Juan Miguel Jara Lafargue,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100022,3,M-05,2026-01-13 15:59:36.600000,2026-01-13 16:10:55.800000,11.32,0.0
191,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100022,3,M-05,2026-01-13 16:10:55.800000,2026-01-13 16:20:42.600000,9.78,0.0
192,8,Retape de Corchetes,panel,Completed,4,Mesa 2,5,Jorge Dan Jara Domínguez,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100022,3,M-05,2026-01-13 16:20:42.600000,2026-01-13 16:29:33.600000,8.85,0.0
193,9,Fresado Puente 2 y Instalación cajas azules,panel,Completed,5,Puente 2,6,Juan Alex Elias Troncoso Cifuentes,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100022,3,M-05,2026-01-13 16:29:33.600000,2026-01-13 16:37:01.200000,7.46,0.0
194,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100023,4,Vigas Cajón,2026-01-13 15:13:35.400000,2026-01-13 15:26:57,13.36,0.0
195,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100023,4,Vigas Cajón,2026-01-13 15:26:57,2026-01-13 15:45:07.800000,18.18,0.0
196,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100023,4,Vigas Cajón,2026-01-13 16:20:42.600000,2026-01-13 16:29:28.200000,8.76,0.0
